transaction_id,customer_id,channel,region,customer_segment,device_type,transaction_amount,txn_count_last_24h,txn_count_last_7d,avg_amount_last_30d,velocity_flag,high_amount_flag,new_device_flag,odd_hour_flag,high_risk_flag,event_time_unix,predicted_high_risk_flag,probability_0,probability_1,risk_bucket
12186,756763,Mobile App,East,SME,Known,803.36,2,8,763.54,0,0,0,0,0,1735736460.0,0,0.9961689219851844,0.0038310780148157,Low
12187,305463,POS,South,Retail,Shared,21539.61,1,11,12977.79,0,0,0,0,0,1735727700.0,0,0.997676995351276,0.002323004648724,Low
12188,269708,Mobile App,West,SME,Known,1794.61,0,7,1789.0,0,0,0,1,0,1735695960.0,0,0.9741781034531996,0.0258218965468004,Low
12189,897271,Mobile App,East,Retail,New,7564.96,3,10,5721.85,0,0,1,0,0,1735809360.0,0,0.9412246247557448,0.0587753752442552,Low
12190,859994,Mobile App,East,Corporate,Known,170.04,1,6,171.31,0,0,0,0,0,1735718760.0,0,0.9965181385146076,0.0034818614853923,Low
12191,278901,Web,South,Retail,Known,1573.22,2,7,1067.52,0,0,0,0,0,1735716420.0,0,0.9969341282229764,0.0030658717770235,Low
12192,240302,Mobile App,South,Retail,Known,1747.51,5,10,1727.79,0,0,0,0,0,1735757460.0,0,0.9964725864403076,0.0035274135596924,Low
12193,676265,POS,North,SME,Known,5245.0,2,8,4460.33,0,0,0,0,0,1735726380.0,0,0.9985204839543704,0.0014795160456295,Low
12194,533448,POS,South,Retail,Known,2267.23,2,7,1431.61,0,0,0,1,0,1735692360.0,0,0.9680976593696988,0.0319023406303011,Low
12195,999482,Web,West,SME,Known,9756.26,2,9,9937.45,0,0,0,0,0,1735714980.0,0,0.9940788006057276,0.0059211993942722,Low
12196,594523,Web,West,Retail,Shared,2122.49,1,6,2270.76,0,0,0,0,0,1735744200.0,0,0.9984657407343231,0.0015342592656767,Low
12197,325864,Web,South,SME,Known,3198.5,3,7,2818.2,0,0,0,0,0,1735732920.0,0,0.9982532166972228,0.0017467833027773,Low
12198,649939,Web,South,SME,Known,254.59,3,9,177.04,0,0,0,0,0,1735816740.0,0,0.9969939129183648,0.0030060870816352,Low
12199,722207,Web,West,Retail,Known,3917.99,2,12,4212.52,0,0,0,1,0,1735690500.0,0,0.9684625399747396,0.0315374600252603,Low
12200,402107,Mobile App,North,Retail,Known,2144.77,4,7,1688.43,0,0,0,1,0,1735700460.0,0,0.9700050868293544,0.0299949131706455,Low
12201,811232,POS,North,Retail,Shared,1448.85,1,5,971.83,0,0,0,0,0,1735718220.0,0,0.9967896908396628,0.0032103091603371,Low
12202,742064,Mobile App,East,Retail,Known,3569.29,2,6,2722.67,0,0,0,0,0,1735724340.0,0,0.996347023446448,0.0036529765535518,Low
12203,965630,Mobile App,West,Retail,Known,1326.19,0,4,902.83,0,0,0,1,0,1735701120.0,0,0.980440806621143,0.019559193378857,Low
12204,244811,Web,East,Retail,Known,621.31,0,6,616.64,0,0,0,0,0,1735752660.0,0,0.9968256761803754,0.0031743238196246,Low
12205,230697,POS,North,Retail,Known,18745.85,4,9,13624.91,0,0,0,1,0,1735696020.0,0,0.9645161009697806,0.0354838990302193,Low
12206,949726,Mobile App,South,Retail,Known,7173.59,3,7,7077.79,0,0,0,1,0,1735689600.0,0,0.9707999826745402,0.0292000173254598,Low
12207,279428,Web,North,SME,New,1196.28,2,10,836.92,0,0,1,0,0,1735799160.0,0,0.9615740577404112,0.0384259422595887,Low
12208,626077,Web,North,Retail,Known,911.09,3,8,944.99,0,0,0,1,0,1735707480.0,0,0.972974382788585,0.027025617211415,Low
12209,975729,Web,North,Retail,Known,1437.36,3,9,882.19,0,0,0,0,0,1735803240.0,0,0.996168228830004,0.0038317711699959,Low
12210,861262,Mobile App,North,Retail,Known,14009.84,4,7,10807.74,0,0,0,1,0,1735701300.0,0,0.9756996704795726,0.0243003295204274,Low
12211,361413,Web,West,Retail,Known,1108.57,2,9,922.75,0,0,0,1,0,1735691940.0,0,0.9682452102686372,0.0317547897313628,Low
12212,268678,Mobile App,West,SME,Known,261.64,1,6,159.72,0,0,0,0,0,1735742880.0,0,0.9967938079874528,0.0032061920125471,Low
12213,531856,POS,West,Retail,Known,1350.78,6,9,1457.2,1,0,0,0,0,1735754640.0,0,0.8899880442674339,0.1100119557325661,Low
12214,668423,Web,North,Retail,New,1177.11,4,10,1168.36,0,0,1,0,0,1735713960.0,0,0.9266716588225872,0.0733283411774129,Low
12215,137067,POS,East,SME,New,1101.5,2,5,712.61,0,0,1,1,0,1735692360.0,1,0.7295440029845954,0.2704559970154045,Low
12216,903789,Mobile App,South,SME,Known,2980.01,4,9,1917.71,0,0,0,0,0,1735727820.0,0,0.9965516224763792,0.0034483775236208,Low
12217,270923,Web,East,Retail,Known,594.63,2,7,587.84,0,0,0,1,0,1735696800.0,0,0.9735969609411184,0.0264030390588815,Low
12218,400406,Mobile App,West,SME,Known,4409.97,0,9,4523.05,0,0,0,0,0,1735757700.0,0,0.9969922253636212,0.0030077746363788,Low
12219,617961,Mobile App,West,SME,Known,503.61,6,11,450.35,1,0,0,1,1,1735701120.0,1,0.4649242894579789,0.5350757105420211,Medium
12220,307925,Mobile App,West,Retail,Known,1526.1,3,11,1283.37,0,0,0,0,0,1735757340.0,0,0.9968754701148994,0.0031245298851005,Low
12221,945075,Mobile App,East,Retail,Known,1261.09,4,8,851.6,0,0,0,1,0,1735709640.0,0,0.9718316117269326,0.0281683882730674,Low
12222,514750,Mobile App,West,SME,Known,767.84,0,5,783.33,0,0,0,0,0,1735722240.0,0,0.9970474052126368,0.0029525947873631,Low
12223,977702,POS,West,Retail,Known,1393.05,1,4,941.05,0,0,0,0,0,1735745700.0,0,0.9976463289939684,0.0023536710060314,Low
12224,594649,Web,North,SME,Known,544.9,4,8,430.51,0,0,0,1,0,1735691040.0,0,0.9726284640161096,0.0273715359838905,Low
12225,263944,Mobile App,West,Retail,Known,1128.97,1,4,852.62,0,0,0,0,0,1735751520.0,0,0.9970456775405968,0.0029543224594032,Low
12226,598953,Web,West,Retail,Known,179.95,1,9,119.35,0,0,0,1,0,1735694940.0,0,0.96473029103774,0.03526970896226,Low
12227,693391,Mobile App,East,SME,Known,4171.02,0,1,3031.83,0,0,0,1,0,1735705560.0,0,0.9730303443236286,0.0269696556763714,Low
12228,972700,Call Center,South,SME,Known,4200.32,3,6,3075.56,0,0,0,0,0,1735712640.0,0,0.9985704808770408,0.0014295191229591,Low
12229,710598,Mobile App,West,SME,Known,658.13,1,5,673.2,0,0,0,0,0,1735770840.0,0,0.9966956865222776,0.0033043134777224,Low
12230,581947,Mobile App,South,Retail,Known,528.53,3,6,468.87,0,0,0,1,0,1735690380.0,0,0.966111500145594,0.033888499854406,Low
12231,609085,Mobile App,South,SME,Known,471.73,0,6,402.08,0,0,0,0,0,1735719060.0,0,0.9965169911753704,0.0034830088246296,Low
12232,661700,Mobile App,West,Retail,Shared,64.0,2,7,70.0,0,0,0,0,0,1735726620.0,0,0.9966675298320856,0.0033324701679144,Low
12233,409878,Mobile App,North,SME,New,2305.29,1,5,1888.13,0,0,1,1,0,1735703280.0,1,0.745980973949442,0.254019026050558,Low
12234,602850,Web,West,Retail,Known,6469.88,7,15,6705.89,1,0,0,1,0,1735701900.0,1,0.5340784637249075,0.4659215362750925,Medium
12235,449937,POS,East,Retail,Known,2953.09,4,9,2555.91,0,0,0,0,0,1735713840.0,0,0.9981715144032922,0.0018284855967077,Low
12236,825290,POS,West,Retail,Known,9179.8,2,8,6182.32,0,0,0,1,0,1735697040.0,0,0.9721235312379254,0.0278764687620746,Low
12237,595054,Web,North,Retail,Known,1232.22,5,6,1033.3,0,0,0,0,0,1735712280.0,0,0.9966751582807531,0.0033248417192468,Low
12238,122228,Mobile App,West,SME,Known,7729.86,2,3,7399.69,0,0,0,0,0,1735741680.0,0,0.9963547507280412,0.0036452492719588,Low
12239,220627,Mobile App,East,Retail,Known,228.69,1,14,217.58,0,0,0,0,0,1735756800.0,0,0.9957626833394648,0.0042373166605351,Low
12240,440068,Mobile App,East,Retail,Shared,9842.15,1,9,10691.92,0,0,0,1,1,1735707060.0,0,0.9174927105913804,0.0825072894086196,Low
12241,635607,Mobile App,South,SME,Known,1512.06,1,6,936.57,0,0,0,0,0,1735724160.0,0,0.9968846464656484,0.0031153535343515,Low
12242,106475,Mobile App,East,Retail,Known,1100.36,4,9,888.93,0,0,0,1,0,1735689600.0,0,0.9566214347303484,0.0433785652696516,Low
12243,852451,Web,South,SME,Shared,2210.68,4,19,2420.12,0,0,0,0,0,1735718340.0,0,0.9976337098234516,0.0023662901765484,Low
12244,770088,POS,North,Retail,Known,4834.22,5,8,3950.26,0,0,0,0,0,1735822740.0,0,0.9983025664267634,0.0016974335732366,Low
12245,341382,Mobile App,East,Retail,New,5083.48,0,4,3438.18,0,0,1,1,0,1735703040.0,1,0.7534178918344143,0.2465821081655857,Low
12246,915977,Mobile App,East,Retail,Shared,364.19,1,6,292.26,0,0,0,0,0,1735722060.0,0,0.9962137540375228,0.0037862459624771,Low
12247,458780,Mobile App,South,Retail,Known,855.18,1,7,641.18,0,0,0,0,0,1735741320.0,0,0.9967942807678086,0.0032057192321913,Low
12248,616187,Mobile App,East,Corporate,Known,698.56,2,7,686.14,0,0,0,0,0,1735723380.0,0,0.9961886838748348,0.0038113161251651,Low
12249,853772,POS,West,Retail,Known,612.88,6,15,548.57,1,0,0,1,0,1735709100.0,1,0.5421065255816354,0.4578934744183646,Medium
12250,817116,Mobile App,South,Retail,Known,3347.76,0,8,3037.31,0,0,0,1,0,1735695540.0,0,0.9663475745057774,0.0336524254942226,Low
12251,824135,Web,North,Retail,Known,4407.93,2,6,4594.62,0,0,0,0,0,1735711980.0,0,0.9982504380905092,0.0017495619094907,Low
12252,531915,Mobile App,East,Retail,Known,2991.16,3,4,1816.8,0,0,0,1,0,1735702140.0,0,0.9713344808088472,0.0286655191911526,Low
12253,530037,Mobile App,North,Retail,Known,1738.42,4,7,1908.61,0,0,0,0,0,1735732440.0,0,0.9966562036441432,0.0033437963558568,Low
12254,392759,Web,North,SME,Known,1730.43,4,8,1270.44,0,0,0,1,0,1735710540.0,0,0.9683331528407348,0.0316668471592651,Low
12255,900178,Mobile App,West,Retail,Known,978.76,4,7,824.45,0,0,0,0,0,1735757820.0,0,0.996599890307006,0.003400109692994,Low
12256,579673,Web,South,Retail,Shared,1470.44,3,10,1510.97,0,0,0,1,0,1735697280.0,0,0.961456086122354,0.0385439138776461,Low
12257,778105,Call Center,South,Retail,Shared,9948.64,1,7,8898.81,0,0,0,1,0,1735709040.0,0,0.9880912502358528,0.0119087497641471,Low
12258,363389,Mobile App,East,SME,Known,2683.73,2,9,2659.07,0,0,0,0,0,1735718940.0,0,0.9958415345041692,0.0041584654958306,Low
12259,217408,Web,North,SME,Known,4777.18,1,3,4618.98,0,0,0,1,0,1735694400.0,0,0.975322915840136,0.0246770841598641,Low
12260,736431,Mobile App,South,SME,Known,779.76,3,13,645.5,0,0,0,0,0,1735721460.0,0,0.9962194058153728,0.003780594184627,Low
12261,389776,Call Center,East,Retail,Known,1918.87,2,6,2080.9,0,0,0,1,0,1735701960.0,0,0.9734622228045926,0.0265377771954073,Low
12262,899288,Call Center,West,Retail,Known,177.97,4,6,173.51,0,0,0,1,0,1735698960.0,0,0.9741081523894154,0.0258918476105846,Low
12263,287965,Mobile App,North,Retail,Shared,4881.35,1,5,5249.74,0,0,0,1,0,1735695060.0,0,0.9755021908706945,0.0244978091293055,Low
12264,332298,Call Center,West,Retail,Known,1322.9,3,6,922.06,0,0,0,1,0,1735705080.0,0,0.974604867790714,0.025395132209286,Low
12265,692337,Web,East,Retail,New,1821.86,1,4,1433.65,0,0,1,1,1,1735784760.0,1,0.6853538449549408,0.3146461550450591,Medium
12266,944614,Call Center,North,Retail,Known,431.85,1,7,366.98,0,0,0,1,0,1735690680.0,0,0.9828350583550134,0.0171649416449866,Low
12267,853241,POS,West,SME,New,1968.23,1,7,2109.18,0,0,1,0,0,1735758360.0,0,0.9663090409800276,0.0336909590199723,Low
12268,834791,Mobile App,North,Retail,Known,10585.09,0,6,11156.85,0,0,0,1,0,1735707780.0,0,0.972200778446815,0.027799221553185,Low
12269,795109,POS,East,SME,Known,1937.77,0,7,1340.19,0,0,0,0,0,1735719240.0,0,0.9968684075127612,0.0031315924872388,Low
12270,304829,Web,North,Retail,Known,9904.02,0,5,10056.93,0,0,0,0,0,1735715460.0,0,0.997739289678706,0.002260710321294,Low
12271,417798,Mobile App,West,SME,New,883.62,6,11,786.28,1,0,1,1,0,1735783200.0,1,0.1610376426580073,0.8389623573419926,High
12272,302646,POS,South,SME,New,5738.26,5,9,5317.5,0,0,1,0,0,1735742520.0,0,0.9596516653638985,0.0403483346361015,Low
12273,590783,Web,East,Retail,New,145.33,2,5,93.76,0,0,1,0,0,1735840320.0,0,0.9541450131763696,0.0458549868236304,Low
12274,941813,Call Center,North,Retail,Known,854.74,2,8,535.38,0,0,0,0,0,1735746540.0,0,0.9975093780319708,0.002490621968029,Low
12275,158601,Web,North,SME,New,586.3,3,6,618.91,0,0,1,1,1,1735702200.0,1,0.6401725339766355,0.3598274660233645,Medium
12276,246154,Mobile App,North,Retail,Shared,6019.83,1,7,3791.89,0,0,0,0,0,1735808160.0,0,0.9969568045680188,0.0030431954319813,Low
12277,770008,Call Center,North,Retail,New,2995.59,0,7,2283.92,0,0,1,0,0,1735837500.0,0,0.9585785206606884,0.0414214793393117,Low
12278,886796,Web,North,Retail,Known,1552.66,3,6,1697.82,0,0,0,1,0,1735694280.0,0,0.9724067464035028,0.0275932535964973,Low
12279,265640,Mobile App,West,SME,Known,1344.95,2,4,1017.82,0,0,0,1,0,1735772820.0,0,0.9795421860204516,0.0204578139795483,Low
12280,564710,Mobile App,West,Retail,Known,2081.49,1,8,2195.61,0,0,0,0,0,1735728840.0,0,0.9968351363204244,0.0031648636795755,Low
12281,829992,POS,East,SME,Known,891.32,1,7,909.33,0,0,0,1,0,1735781400.0,0,0.9722834225801026,0.0277165774198974,Low
12282,369580,Mobile App,East,Retail,Known,424.64,1,10,345.94,0,0,0,1,0,1735778640.0,0,0.9725810761113828,0.0274189238886172,Low
12283,448857,POS,West,Retail,Known,4108.11,3,9,3055.91,0,0,0,0,0,1735769460.0,0,0.9983734677897772,0.0016265322102226,Low
12284,946626,Call Center,South,Retail,Known,2200.08,4,7,1584.08,0,0,0,0,0,1735767540.0,0,0.997532292438168,0.002467707561832,Low
12285,124544,Mobile App,West,Retail,Known,1303.22,1,6,1133.25,0,0,0,1,0,1735694100.0,0,0.9548300726394332,0.0451699273605667,Low
12286,163295,Mobile App,South,Retail,Shared,5736.46,0,5,5634.89,0,0,0,1,0,1735695120.0,0,0.974341559336392,0.0256584406636081,Low
12287,505854,Web,West,SME,Known,13135.46,1,5,11923.79,0,0,0,1,0,1735694100.0,0,0.983917620117862,0.016082379882138,Low
12288,821075,Mobile App,East,Retail,Known,2471.11,2,5,2630.14,0,0,0,1,0,1735693020.0,0,0.9667246880313818,0.0332753119686182,Low
12289,169409,Web,East,Retail,Known,1711.03,1,6,1170.65,0,0,0,1,0,1735705260.0,0,0.9681069234798187,0.0318930765201811,Low
12290,874008,Mobile App,North,SME,New,1067.5,0,2,841.55,0,0,1,0,0,1735731060.0,0,0.9835070201765932,0.0164929798234069,Low
12291,621998,POS,South,Retail,Known,2728.85,2,7,2298.29,0,0,0,1,0,1735705320.0,0,0.9696619952029462,0.0303380047970538,Low
12292,751127,Call Center,South,SME,Shared,2078.41,2,9,1371.35,0,0,0,0,0,1735735440.0,0,0.997229671845442,0.0027703281545581,Low
12293,475903,Web,South,Retail,Known,1170.44,2,8,919.01,0,0,0,0,0,1735751340.0,0,0.997159097819813,0.0028409021801869,Low
12294,379301,Web,North,Retail,New,2726.21,1,10,2702.85,0,0,1,0,0,1735729080.0,0,0.9358593407308384,0.0641406592691616,Low
12295,276637,Mobile App,South,SME,New,865.03,2,9,644.45,0,0,1,0,0,1735712100.0,0,0.9614628784575076,0.0385371215424922,Low
12296,825356,POS,North,Retail,Known,2908.46,2,6,2494.02,0,0,0,1,0,1735702200.0,0,0.969206675080765,0.0307933249192349,Low
12297,690176,Mobile App,North,Retail,Known,12164.88,3,4,12140.0,0,0,0,1,0,1735694340.0,0,0.9735986120809896,0.0264013879190103,Low
12298,287167,Web,North,Retail,New,1042.61,3,7,1005.6,0,0,1,0,0,1735714080.0,0,0.9471335662127016,0.0528664337872984,Low
12299,951379,Mobile App,North,SME,Known,9439.92,2,8,6562.2,0,0,0,0,0,1735735320.0,0,0.9963778067788728,0.0036221932211272,Low
12300,580338,Mobile App,West,Retail,Known,530.28,4,8,440.21,0,0,0,0,0,1735718160.0,0,0.9961762366310424,0.0038237633689576,Low
12301,957312,Web,East,SME,Known,1763.79,2,5,1815.81,0,0,0,0,0,1735735560.0,0,0.9983507351401996,0.0016492648598005,Low
12302,104507,Mobile App,South,Retail,Known,3671.11,1,6,3797.68,0,0,0,1,0,1735704240.0,0,0.9680422096686994,0.0319577903313006,Low
12303,989566,Web,East,Retail,New,1043.41,2,4,876.17,0,0,1,1,0,1735692060.0,1,0.7385976388485727,0.2614023611514273,Low
12304,143988,Mobile App,South,Retail,Known,2883.99,2,9,2123.8,0,0,0,0,0,1735742640.0,0,0.996520434306876,0.0034795656931239,Low
12305,460565,Web,East,SME,Known,2018.18,1,6,1931.79,0,0,0,1,0,1735698480.0,0,0.9766045239810732,0.0233954760189267,Low
12306,772225,Mobile App,North,Retail,Known,2495.06,2,6,1582.0,0,0,0,0,0,1735724040.0,0,0.9968006446561128,0.0031993553438871,Low
12307,464735,POS,East,Retail,Known,488.8,4,7,461.33,0,0,0,0,0,1735748280.0,0,0.99671665859025,0.00328334140975,Low
12308,491758,Web,North,Retail,Known,279.64,1,8,300.89,0,0,0,1,0,1735694940.0,0,0.9692774015764284,0.0307225984235716,Low
12309,127213,Mobile App,East,SME,Known,250.7,1,6,151.55,0,0,0,0,0,1735722420.0,0,0.9941147789042672,0.0058852210957328,Low
12310,157450,Mobile App,North,Retail,Known,5226.55,2,6,3374.46,0,0,0,0,0,1735731660.0,0,0.996880019402417,0.003119980597583,Low
12311,497693,Mobile App,East,Retail,Known,1900.91,1,11,2015.37,0,0,0,0,0,1735738980.0,0,0.996342126925404,0.003657873074596,Low
12312,686510,Mobile App,North,Retail,Known,840.12,3,8,923.29,0,0,0,1,0,1735695300.0,0,0.964946668222556,0.035053331777444,Low
12313,618728,Mobile App,South,SME,Known,1798.57,1,9,1376.95,0,0,0,0,0,1735752360.0,0,0.9969393627555084,0.0030606372444914,Low
12314,778756,Mobile App,West,SME,Known,932.64,0,4,791.29,0,0,0,1,0,1735693140.0,0,0.9790150979759336,0.0209849020240664,Low
12315,112755,Web,North,Retail,New,4486.14,3,9,3119.75,0,0,1,0,0,1735715940.0,0,0.9298340244039384,0.0701659755960615,Low
12316,756225,POS,East,Retail,Known,547.74,1,12,483.15,0,0,0,1,0,1735710660.0,0,0.9625948665690424,0.0374051334309577,Low
12317,242245,Mobile App,South,SME,Known,478.4,0,6,499.49,0,0,0,1,0,1735698600.0,0,0.9708067034085884,0.0291932965914117,Low
12318,289977,Mobile App,North,Corporate,Known,5403.6,4,11,4968.12,0,0,0,1,0,1735702500.0,0,0.9662709551354464,0.0337290448645535,Low
12319,269169,Mobile App,East,Retail,Known,5698.73,2,6,5624.13,0,0,0,1,0,1735696020.0,0,0.9613639407455086,0.0386360592544913,Low
12320,395515,Mobile App,West,Retail,Known,1759.38,2,6,1400.35,0,0,0,1,0,1735709520.0,0,0.9770397929789928,0.0229602070210071,Low
12321,335132,Mobile App,West,Retail,Known,1350.0,0,5,1467.53,0,0,0,1,0,1735690860.0,0,0.9740832900044422,0.0259167099955578,Low
12322,504470,Web,East,Retail,Known,2817.28,3,7,1812.32,0,0,0,0,0,1735768680.0,0,0.9965682523173176,0.0034317476826824,Low
12323,235090,Mobile App,North,Retail,Known,25031.62,5,8,25088.86,0,0,0,1,0,1735696020.0,0,0.9452225521309678,0.0547774478690321,Low
12324,891624,Web,South,Corporate,Shared,3001.37,7,13,2748.54,1,0,0,0,1,1735767780.0,1,0.7969360602315478,0.2030639397684521,Low
12325,888447,POS,East,SME,Known,930.52,2,5,775.65,0,0,0,0,0,1735761300.0,0,0.9965513631002488,0.003448636899751,Low
12326,994586,POS,West,Retail,New,984.06,3,9,1078.97,0,0,1,0,0,1735711200.0,0,0.961089929336184,0.0389100706638161,Low
12327,824276,Web,East,Retail,Shared,862.33,1,3,811.8,0,0,0,0,0,1735714380.0,0,0.996733469398987,0.003266530601013,Low
12328,652631,Mobile App,East,Retail,Known,2826.1,3,5,2733.26,0,0,0,1,0,1735702500.0,0,0.9712375330771044,0.0287624669228957,Low
12329,955738,Web,South,Retail,Shared,3837.68,3,13,2899.77,0,0,0,0,0,1735897200.0,0,0.9981460119432652,0.0018539880567348,Low
12330,105829,POS,South,Retail,New,1595.3,2,4,1227.74,0,0,1,0,0,1735729560.0,0,0.9438937356049364,0.0561062643950637,Low
12331,658669,Mobile App,East,Retail,Known,1851.03,1,10,1291.36,0,0,0,0,0,1735798740.0,0,0.9966596729457476,0.0033403270542524,Low
12332,997883,Web,East,Retail,Known,2515.77,0,8,2360.45,0,0,0,1,0,1735708860.0,0,0.9672849163471794,0.0327150836528205,Low
12333,312153,POS,South,Retail,Known,6712.27,1,2,4855.13,0,0,0,0,0,1735766820.0,0,0.9985525056237574,0.0014474943762425,Low
12334,380407,Web,South,Retail,Known,959.82,0,5,986.98,0,0,0,1,0,1735710960.0,0,0.9801300115511778,0.0198699884488221,Low
12335,859036,Mobile App,North,Retail,Known,276.31,3,8,202.15,0,0,0,0,0,1735762140.0,0,0.9965296134640634,0.0034703865359365,Low
12336,546476,Mobile App,North,Retail,Known,13143.78,2,6,12931.4,0,0,0,1,0,1735694640.0,0,0.9752062559988312,0.0247937440011687,Low
12337,584427,Mobile App,North,Retail,Shared,1311.09,2,6,877.64,0,0,0,0,0,1735726020.0,0,0.9964949565813837,0.0035050434186163,Low
12338,420562,Web,North,SME,New,2328.49,0,1,2511.78,0,0,1,0,0,1735730460.0,0,0.9423792012338684,0.0576207987661316,Low
12339,846258,POS,East,Retail,New,1225.2,2,6,947.15,0,0,1,0,0,1735728000.0,0,0.950264951665421,0.049735048334579,Low
12340,624436,Call Center,East,Retail,Known,3339.7,4,9,2216.25,0,0,0,1,0,1735710900.0,0,0.9616668686709062,0.0383331313290937,Low
12341,913177,Mobile App,North,SME,Known,1671.01,2,8,1053.53,0,0,0,0,0,1735731060.0,0,0.995914882760245,0.0040851172397549,Low
12342,697202,Mobile App,East,Corporate,Shared,281.16,2,8,236.76,0,0,0,1,0,1735699440.0,0,0.9644515524789872,0.0355484475210127,Low
12343,605111,Mobile App,South,Retail,New,1577.82,2,8,1143.76,0,0,1,0,1,1735722180.0,0,0.9148443644743888,0.0851556355256112,Low
12344,160653,POS,South,SME,Known,4719.92,3,6,5059.81,0,0,0,0,0,1735718640.0,0,0.9983894017248248,0.0016105982751751,Low
12345,847895,Web,North,Retail,Known,1816.28,0,5,1326.3,0,0,0,1,0,1735703340.0,0,0.9756865022708622,0.0243134977291378,Low
12346,292593,Mobile App,East,Retail,Known,1729.94,2,8,1257.3,0,0,0,0,0,1735743900.0,0,0.996074165733809,0.0039258342661909,Low
12347,440459,Web,South,Retail,Known,10084.35,2,7,9772.37,0,0,0,1,0,1735692600.0,0,0.9774843878176236,0.0225156121823764,Low
12348,393219,Web,East,Retail,Known,2816.71,1,9,1813.27,0,0,0,1,0,1735696320.0,0,0.9732661734140116,0.0267338265859883,Low
12349,109795,POS,South,SME,Shared,830.31,4,10,528.76,0,0,0,0,0,1735712520.0,0,0.9968662465570044,0.0031337534429955,Low
12350,688843,Mobile App,East,Retail,Known,3979.61,3,10,4040.07,0,0,0,0,0,1735769580.0,0,0.9964479536433176,0.0035520463566824,Low
12351,335068,Web,South,Retail,Known,4827.99,0,6,4311.41,0,0,0,0,0,1735720380.0,0,0.9984527612708995,0.0015472387291003,Low
12352,562970,Web,South,Retail,Known,1115.73,2,6,781.83,0,0,0,0,0,1735756020.0,0,0.9971904920801417,0.0028095079198584,Low
12353,727395,Mobile App,South,SME,Known,609.48,1,7,394.46,0,0,0,0,0,1735715820.0,0,0.9964843107797552,0.0035156892202448,Low
12354,413673,Mobile App,North,Retail,Known,208.67,3,7,186.15,0,0,0,0,0,1735744980.0,0,0.9966562142760584,0.0033437857239416,Low
12355,547454,POS,East,Retail,Known,5493.19,3,6,3641.14,0,0,0,1,0,1735703760.0,0,0.972557508172984,0.0274424918270161,Low
12356,851938,Mobile App,North,Retail,Known,1849.84,3,5,1580.43,0,0,0,0,0,1735750320.0,0,0.996796646991163,0.003203353008837,Low
12357,267022,Mobile App,East,Retail,Known,796.76,2,6,806.21,0,0,0,1,0,1735708080.0,0,0.967147706012464,0.032852293987536,Low
12358,111009,Mobile App,South,Retail,Known,1941.51,2,11,2023.88,0,0,0,0,0,1735719000.0,0,0.9958129455800356,0.0041870544199642,Low
12359,278168,Mobile App,West,Corporate,Known,3544.81,2,5,2604.85,0,0,0,1,0,1735696560.0,0,0.9691027151410084,0.0308972848589915,Low
12360,774904,Mobile App,North,Retail,Known,978.29,2,8,587.44,0,0,0,1,0,1735780680.0,0,0.9762320069529696,0.0237679930470303,Low
12361,653669,Mobile App,South,SME,Shared,1576.35,3,8,1189.7,0,0,0,0,0,1735733100.0,0,0.9966671640389324,0.0033328359610675,Low
12362,489913,POS,North,Retail,New,3336.8,0,4,2092.77,0,0,1,0,0,1735760040.0,0,0.9424812043451016,0.0575187956548983,Low
12363,426754,Call Center,West,Retail,Known,3073.88,3,7,1869.09,0,0,0,1,0,1735697940.0,0,0.9734323481034284,0.0265676518965717,Low
12364,168122,Web,East,Corporate,New,1629.38,3,4,1559.39,0,0,1,1,0,1735692120.0,1,0.7062012044125832,0.2937987955874168,Low
12365,430328,Web,East,Retail,Known,1374.02,2,5,1237.58,0,0,0,1,0,1735704360.0,0,0.9709380899858124,0.0290619100141874,Low
12366,533297,POS,West,SME,Known,2052.44,2,4,2018.53,0,0,0,0,0,1735715760.0,0,0.9970924344044272,0.0029075655955729,Low
12367,314709,Web,West,Retail,Known,5175.91,2,3,3912.65,0,0,0,0,0,1735747920.0,0,0.9984937128812116,0.0015062871187884,Low
12368,711516,POS,East,Retail,Shared,9698.72,2,7,7416.09,0,0,0,1,0,1735707840.0,0,0.9682854454545268,0.031714554545473,Low
12369,959375,POS,West,Retail,Known,1426.92,3,10,1006.16,0,0,0,1,0,1735700880.0,0,0.9719589278034608,0.0280410721965393,Low
12370,705058,Web,South,Retail,Known,880.07,3,9,673.15,0,0,0,1,0,1735706340.0,0,0.9647898423641929,0.0352101576358071,Low
12371,152726,Web,North,Retail,Known,1041.34,2,11,1098.75,0,0,0,0,0,1735733340.0,0,0.995920608260286,0.0040793917397139,Low
12372,515427,Mobile App,North,Retail,Known,730.62,2,4,699.25,0,0,0,1,0,1735704300.0,0,0.9714766443259564,0.0285233556740435,Low
12373,934212,Web,North,Retail,New,2038.6,4,9,1610.52,0,0,1,0,0,1735828920.0,0,0.9403024294611442,0.0596975705388558,Low
12374,288210,Mobile App,North,SME,Known,335.27,2,8,280.56,0,0,0,1,0,1735696500.0,0,0.968716897839913,0.0312831021600869,Low
12375,845742,Mobile App,North,Retail,Known,5795.82,2,3,4848.94,0,0,0,0,0,1735739940.0,0,0.9972140174652918,0.0027859825347081,Low
12376,404647,POS,North,Retail,Known,380.35,4,11,333.56,0,0,0,0,0,1735721580.0,0,0.9965190840733824,0.0034809159266174,Low
